產生時間,epoch,時段,分頁,到期日,行情時間,非今日行情,標的,買權側分數,買權側主導,買權側口數,賣權側分數,賣權側主導,賣權側口數,象限,結論,上緣,上緣來源,下緣,下緣來源,陣地位移
2026-09-03 00:29:14,1788366554,夜盤,週五結算,20260904,09/02 00:29:10,Y,46272,1.29,中性,49025,-0.77,中性,51973,flat,觀望,47500,盤中,45000,盤中,
2026-09-03 00:29:14,1788366554,夜盤,下週三結算,20260916,09/02 00:27:13,Y,46272,-1.21,中性,757,0.06,中性,637,flat,觀望,47000,盤中,46000,盤中,"買權陣地上移 500 點（偏多）；支撐上移 1,000 點（偏多）"
2026-09-03 03:28:19,1788377299,夜盤,週三結算,20260909,09/02 03:24:10,Y,46350,4.26,BC,584,,不判定,0,flat,觀望,47500,盤中,46000,盤中,買權陣地下移 300 點（偏空）
2026-09-03 03:28:19,1788377299,夜盤,週五結算,20260904,09/02 03:28:12,Y,46350,1.05,中性,47704,-0.68,中性,54017,flat,觀望,47500,盤中,45000,盤中,
2026-09-03 03:28:19,1788377299,夜盤,下週三結算,20260916,09/02 03:24:04,Y,46350,2.14,BC,768,-1.48,中性,648,flat,觀望,47000,盤中,46000,盤中,"買權陣地上移 500 點（偏多）；支撐上移 1,000 點（偏多）"
2026-09-03 05:56:25,1788386185,非交易,週三結算,20260909,09/02 04:56:38,Y,46336,4.86,BC,585,,不判定,0,flat,觀望,47500,盤中,46000,盤中,買權陣地下移 300 點（偏空）
2026-09-03 05:56:25,1788386185,非交易,週五結算,20260904,09/02 04:59:59,Y,46336,2.44,中性,48340,0.79,中性,54615,flat,觀望,47500,盤中,45000,盤中,
2026-09-03 05:56:25,1788386185,非交易,下週三結算,20260916,09/02 04:53:34,Y,46336,2.25,BC,770,-1.50,中性,649,flat,觀望,47000,盤中,46000,盤中,"買權陣地上移 500 點（偏多）；支撐上移 1,000 點（偏多）"
2026-09-03 10:31:50,1788402710,日盤,週三結算,20260909,10:31:40,,46215,,不判定,0,,不判定,0,flat,觀望,47500,盤中,45000,盤中,"支撐下移 1,000 點（偏空）"
2026-09-03 10:31:50,1788402710,日盤,週五結算,20260904,10:31:43,,46215,3.61,中性,34196,4.78,BP,39817,flat,觀望,46500,盤中,46000,盤中,"買權陣地下移 1,000 點（偏空）；支撐上移 1,000 點（偏多）"
2026-09-03 10:31:50,1788402710,日盤,下週三結算,20260916,10:31:37,,46215,,不判定,0,,不判定,0,flat,觀望,46500,盤中,46000,盤中,"支撐上移 1,000 點（偏多）"
2026-09-03 15:20:32,1788420032,夜盤,週三結算,20260909,15:20:27,,45937,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,45000,昨日OI,
2026-09-03 15:20:32,1788420032,夜盤,週五結算,20260904,15:20:27,,45937,0.91,中性,3204,-0.64,中性,3919,flat,觀望,46000,盤中,45000,盤中,"買權陣地下移 1,000 點（偏空）"
2026-09-03 15:20:32,1788420032,夜盤,下週三結算,20260916,15:20:09,,45937,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,45000,昨日OI,
2026-09-03 20:00:30,1788436830,夜盤,週三結算,20260909,20:00:08,,45818,,不判定,393,,不判定,0,flat,觀望,47000,盤中,45000,盤中,
2026-09-03 20:00:30,1788436830,夜盤,週五結算,20260904,20:00:23,,45818,0.88,中性,32082,1.30,中性,35616,flat,觀望,46000,盤中,45500,盤中,"買權陣地下移 1,000 點（偏空）；支撐上移 500 點（偏多）"
2026-09-03 20:00:30,1788436830,夜盤,下週三結算,20260916,20:00:21,,45818,,不判定,0,,不判定,0,flat,觀望,47000,昨日OI,45000,昨日OI,
2026-09-04 00:19:19,1788452359,夜盤,週三結算,20260909,09/03 00:19:12,Y,46344,3.03,中性,1387,-0.28,中性,894,flat,觀望,47000,盤中,45500,盤中,買權陣地下移 800 點（偏空）；支撐上移 500 點（偏多）
2026-09-04 00:19:19,1788452359,夜盤,週五結算,20260904,09/03 00:19:16,Y,46344,4.36,中性,34529,1.39,中性,106183,flat,觀望,46500,盤中,45500,盤中,"買權陣地下移 1,000 點（偏空）；支撐上移 500 點（偏多）"
2026-09-04 00:19:19,1788452359,夜盤,下週三結算,20260916,09/03 00:19:13,Y,46344,,不判定,0,,不判定,0,flat,觀望,46500,盤中,45000,昨日OI,買權陣地下移 500 點（偏空）
2026-09-04 03:23:01,1788463381,夜盤,週三結算,20260909,09/03 03:21:40,Y,46473,6.94,中性,1640,-0.05,中性,1024,flat,觀望,47000,盤中,45500,盤中,買權陣地下移 800 點（偏空）；支撐上移 500 點（偏多）
2026-09-04 03:23:01,1788463381,夜盤,週五結算,20260904,09/03 03:22:51,Y,46473,6.16,中性,31335,0.77,中性,118409,flat,觀望,46500,盤中,46000,盤中,"買權陣地下移 1,000 點（偏空）；支撐上移 1,000 點（偏多）"
2026-09-04 03:23:01,1788463381,夜盤,下週三結算,20260916,09/03 03:18:43,Y,46473,,不判定,0,,不判定,0,flat,觀望,46500,盤中,46000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-09-04 05:50:50,1788472250,非交易,週三結算,20260909,09/03 04:59:41,Y,46487,2.25,中性,1666,0.32,中性,1035,flat,觀望,47000,盤中,45500,盤中,買權陣地下移 800 點（偏空）；支撐上移 500 點（偏多）
2026-09-04 05:50:50,1788472250,非交易,週五結算,20260904,09/03 04:59:54,Y,46487,-1.28,中性,32519,1.05,中性,121713,flat,觀望,46500,盤中,46000,盤中,"買權陣地下移 1,000 點（偏空）；支撐上移 1,000 點（偏多）"
2026-09-04 05:50:50,1788472250,非交易,下週三結算,20260916,09/03 04:55:41,Y,46487,,不判定,0,,不判定,0,flat,觀望,46500,盤中,46000,盤中,"買權陣地下移 500 點（偏空）；支撐上移 1,000 點（偏多）"
2026-09-04 10:28:04,1788488884,日盤,週三結算,20260909,10:27:54,,46219,-2.96,SC,2051,-2.45,中性,1212,flat,觀望,47000,盤中,45000,盤中,買權陣地下移 500 點（偏空）
2026-09-04 10:28:04,1788488884,日盤,週五結算,20260904,10:27:59,,46219,11.27,BC,62235,4.84,BP,60848,vol,待變盤,46400,盤中,46000,盤中,"買權陣地下移 1,100 點（偏空）；支撐上移 1,000 點（偏多）"
2026-09-04 10:28:04,1788488884,日盤,下週三結算,20260916,10:27:58,,46219,,不判定,0,,不判定,0,flat,觀望,46500,盤中,45000,昨日OI,買權陣地下移 500 點（偏空）
2026-09-04 15:20:58,1788506458,夜盤,週三結算,20260909,15:20:52,,46721,0.47,中性,1071,0.67,中性,1502,flat,觀望,47000,盤中,46000,盤中,
2026-09-04 15:20:58,1788506458,夜盤,週五結算,20260911,15:20:42,,46721,,不判定,0,,不判定,0,flat,觀望,48000,昨日OI,45400,昨日OI,
2026-09-04 15:20:58,1788506458,夜盤,下週三結算,20260916,15:20:31,,46721,,不判定,0,,不判定,0,flat,觀望,48000,昨日OI,46000,昨日OI,
2026-09-04 20:02:31,1788523351,夜盤,週三結算,20260909,20:02:26,,46852,0.95,中性,11112,-0.07,中性,12737,flat,觀望,47500,盤中,46000,盤中,買權陣地上移 500 點（偏多）
2026-09-04 20:02:31,1788523351,夜盤,週五結算,20260911,20:01:25,,46852,,不判定,0,,不判定,0,flat,觀望,48000,昨日OI,45400,昨日OI,
2026-09-04 20:02:31,1788523351,夜盤,下週三結算,20260916,20:02:20,,46852,,不判定,0,,不判定,0,flat,觀望,48000,昨日OI,46000,昨日OI,
2026-09-05 00:23:26,1788539006,夜盤,週三結算,20260909,09/04 00:23:22,Y,47187,-0.27,中性,27910,0.26,中性,42345,flat,觀望,47500,盤中,46000,盤中,買權陣地下移 700 點（偏空）
2026-09-05 00:23:26,1788539006,夜盤,週五結算,20260911,09/04 00:21:45,Y,47187,,不判定,0,,不判定,0,flat,觀望,48000,昨日OI,45700,昨日OI,
2026-09-05 00:23:26,1788539006,夜盤,下週三結算,20260916,09/04 00:22:50,Y,47187,2.66,中性,774,-0.47,中性,596,flat,觀望,48000,盤中,46000,盤中,
2026-09-05 03:03:48,1788548628,夜盤,週三結算,20260909,09/04 03:03:44,Y,47160,1.69,中性,30265,0.25,中性,45803,flat,觀望,47500,盤中,46000,盤中,買權陣地下移 700 點（偏空）
2026-09-05 03:03:48,1788548628,夜盤,週五結算,20260911,09/04 02:54:52,Y,47160,,不判定,0,,不判定,0,flat,觀望,48000,昨日OI,45700,昨日OI,
2026-09-05 03:03:48,1788548628,夜盤,下週三結算,20260916,09/04 03:00:21,Y,47160,-0.30,中性,803,-0.31,中性,666,flat,觀望,48000,盤中,46000,盤中,
2026-09-05 05:30:42,1788557442,非交易,週三結算,20260909,09/04 04:59:53,Y,47182,-3.87,中性,30722,-0.40,中性,46760,flat,觀望,47500,盤中,46000,盤中,買權陣地下移 700 點（偏空）
2026-09-05 05:30:42,1788557442,非交易,週五結算,20260911,09/04 04:59:44,Y,47182,,不判定,0,,不判定,0,flat,觀望,48000,昨日OI,45700,昨日OI,
2026-09-05 05:30:42,1788557442,非交易,下週三結算,20260916,09/04 04:59:52,Y,47182,3.71,中性,809,0.45,中性,672,flat,觀望,48000,盤中,46000,盤中,
2026-09-05 07:13:59,1788563639,非交易,週三結算,20260909,09/04 04:59:53,Y,47182,-3.87,中性,30722,-0.40,中性,46760,flat,觀望,47500,盤中,46000,盤中,買權陣地下移 700 點（偏空）
2026-09-05 07:13:59,1788563639,非交易,週五結算,20260911,09/04 04:59:44,Y,47182,,不判定,0,,不判定,0,flat,觀望,48000,昨日OI,45700,昨日OI,
2026-09-05 07:13:59,1788563639,非交易,下週三結算,20260916,09/04 04:59:52,Y,47182,3.71,中性,809,0.45,中性,672,flat,觀望,48000,盤中,46000,盤中,
